Jenis Usaha,Provinsi,Jenis Ikan,Tahun,Volume Produksi,Nilai Produksi
TANGKAP PUD,ACEH,GABUS,2020,"511,49",23.476.240.000
TANGKAP PUD,ACEH,GOBI,2020,"4,65",116.150.000
TANGKAP PUD,ACEH,GURAME,2010,"0,00",0
TANGKAP PUD,ACEH,GURAME,2011,"0,00",0
TANGKAP PUD,ACEH,GURAME,2012,"11,00",292.028
TANGKAP PUD,ACEH,GURAME,2013,"12,00",358.662
TANGKAP PUD,ACEH,GURAME,2014,"10,00",261.123
TANGKAP PUD,ACEH,GURAME,2015,"12,00",294.21
TANGKAP PUD,ACEH,GURAME,2016,"11,00",284.21
TANGKAP PUD,ACEH,GURAME,2018,"2,69",50.627
TANGKAP PUD,ACEH,GURAME,2019,"18,38",756.57
TANGKAP PUD,ACEH,GURAMI,2020,"7,87",173.130.000
TANGKAP PUD,ACEH,JELAWAT,2020,"406,71",12.454.650.000
TANGKAP PUD,ACEH,KAKAP,2020,"0,05",2.700.000
TANGKAP PUD,ACEH,KENDIA,2020,"19,89",497.630.000
TANGKAP PUD,ACEH,LAINNYA,2010,"504,00",14.588.725
TANGKAP PUD,ACEH,LAINNYA,2011,"1.384,00",52.414.906
TANGKAP PUD,ACEH,LAINNYA,2012,"678,00",16.519.721
TANGKAP PUD,ACEH,LAINNYA,2013,"717,00",16.072.799
TANGKAP PUD,ACEH,LAINNYA,2014,"701,00",15.983.924
TANGKAP PUD,ACEH,LAINNYA,2015,"647,00",13.826.128
TANGKAP PUD,ACEH,LAINNYA,2016,"648,00",13.989.056
TANGKAP PUD,ACEH,LAINNYA,2017,"14,91",244.148
TANGKAP PUD,ACEH,LAINNYA,2018,"2.357,68",82.875.868
TANGKAP PUD,ACEH,LAINNYA,2019,"1.185,44",47.067.851
TANGKAP PUD,ACEH,LAIS,2010,"0,00",0
TANGKAP PUD,ACEH,LAIS,2011,"0,00",0
TANGKAP PUD,ACEH,LAIS,2012,"0,00",0
TANGKAP PUD,ACEH,LAIS,2013,"0,00",0
TANGKAP PUD,ACEH,LAIS,2014,"0,00",0
TANGKAP PUD,ACEH,LAIS,2015,"0,00",0
TANGKAP PUD,ACEH,LAIS,2016,"0,00",0
TANGKAP PUD,ACEH,LELE,2010,"145,00",6.884.626
TANGKAP PUD,ACEH,LELE,2011,"116,00",4.452.367
TANGKAP PUD,ACEH,LELE,2012,"122,00",4.476.173
TANGKAP PUD,ACEH,LELE,2013,"129,00",4.997.427
TANGKAP PUD,ACEH,LELE,2014,"116,00",4.429.416
TANGKAP PUD,ACEH,LELE,2015,"116,00",3.043.273
TANGKAP PUD,ACEH,LELE,2016,"113,00",3.783.470
TANGKAP PUD,ACEH,LELE,2018,"399,63",6.731.944
TANGKAP PUD,ACEH,LELE,2019,"312,76",15.781.882
TANGKAP PUD,ACEH,LELE,2020,"313,38",16.067.690.000
TANGKAP PUD,ACEH,LOBSTER TAWAR,2020,"15,30",554.090.000
TANGKAP PUD,ACEH,MAS,2010,"124,00",2.758.679
TANGKAP PUD,ACEH,MAS,2011,"40,00",805.21
TANGKAP PUD,ACEH,MAS,2012,"44,00",964.161
TANGKAP PUD,ACEH,MAS,2013,"73,00",1.541.567
TANGKAP PUD,ACEH,MAS,2014,"68,00",1.360.438
TANGKAP PUD,ACEH,MAS,2015,"68,00",1.374.061
TANGKAP PUD,ACEH,MAS,2016,"67,00",1.362.720
TANGKAP PUD,ACEH,MAS,2017,"26,84",635.548
TANGKAP PUD,ACEH,MAS,2018,"50,20",1.081.824
TANGKAP PUD,ACEH,MAS,2019,"29,01",900.255
TANGKAP PUD,ACEH,MAS,2020,"11,50",661.880.000
TANGKAP PUD,ACEH,MUJAIR,2010,"115,00",2.708.939
TANGKAP PUD,ACEH,MUJAIR,2011,"78,00",1.192.542
TANGKAP PUD,ACEH,MUJAIR,2012,"69,00",1.024.120
TANGKAP PUD,ACEH,MUJAIR,2013,"98,00",1.496.084
TANGKAP PUD,ACEH,MUJAIR,2014,"103,00",1.559.736
TANGKAP PUD,ACEH,MUJAIR,2015,"108,00",2.056.327
TANGKAP PUD,ACEH,MUJAIR,2016,"108,00",2.046.875
TANGKAP PUD,ACEH,MUJAIR,2017,"7,96",157.546
TANGKAP PUD,ACEH,MUJAIR,2018,"107,73",1.481.053
TANGKAP PUD,ACEH,MUJAIR,2019,"120,16",2.738.374
TANGKAP PUD,ACEH,MUJAIR,2020,"112,46",2.580.135.000
TANGKAP PUD,ACEH,NILA,2010,"55,00",1.052.192
TANGKAP PUD,ACEH,NILA,2011,"194,00",3.737.689
TANGKAP PUD,ACEH,NILA,2012,"100,00",2.002.414
TANGKAP PUD,ACEH,NILA,2013,"129,00",2.563.766
TANGKAP PUD,ACEH,NILA,2014,"147,00",2.739.942
TANGKAP PUD,ACEH,NILA,2015,"123,00",2.475.457
TANGKAP PUD,ACEH,NILA,2016,"124,00",2.461.137
TANGKAP PUD,ACEH,NILA,2017,"68,61",1.715.247
TANGKAP PUD,ACEH,NILA,2018,"1.291,52",23.906.570
TANGKAP PUD,ACEH,NILA,2019,"886,96",20.872.660
TANGKAP PUD,ACEH,NILA,2020,"819,21",21.806.310.000
TANGKAP PUD,ACEH,NILEM,2020,"119,30",4.660.410.000
TANGKAP PUD,ACEH,PATIN,2010,"0,00",0
TANGKAP PUD,ACEH,PATIN,2011,"0,00",0
TANGKAP PUD,ACEH,PATIN,2012,"0,00",0
TANGKAP PUD,ACEH,PATIN,2013,"0,00",0
TANGKAP PUD,ACEH,PATIN,2014,"0,00",0
TANGKAP PUD,ACEH,PATIN,2015,"0,00",0
TANGKAP PUD,ACEH,PATIN,2016,"0,00",0
TANGKAP PUD,ACEH,PATIN,2018,"0,10",1.83
TANGKAP PUD,ACEH,PATIN,2019,"32,41",649.11
TANGKAP PUD,ACEH,PATIN,2020,"49,37",988.970.000
TANGKAP PUD,ACEH,REMIS,2020,"24,38",243.750.000
TANGKAP PUD,ACEH,SELUANG,2020,"65,12",2.145.560.000
TANGKAP PUD,ACEH,SEMAH,2020,"44,63",5.994.140.000
TANGKAP PUD,ACEH,SEPAT,2010,"30,00",490.687
TANGKAP PUD,ACEH,SEPAT,2011,"11,00",176.431
TANGKAP PUD,ACEH,SEPAT,2012,"11,00",134.95
TANGKAP PUD,ACEH,SEPAT,2013,"21,00",273.914
TANGKAP PUD,ACEH,SEPAT,2014,"20,00",271.483
TANGKAP PUD,ACEH,SEPAT,2015,"26,00",289.646
TANGKAP PUD,ACEH,SEPAT,2016,"25,00",289.646
TANGKAP PUD,ACEH,SEPAT,2018,"39,05",272.075
TANGKAP PUD,ACEH,SEPAT,2019,"23,33",1.407.830
TANGKAP PUD,ACEH,SEPAT,2020,"42,13",1.792.770.000
TANGKAP PUD,ACEH,SIDAT,2010,"6,00",214.181
TANGKAP PUD,ACEH,SIDAT,2011,"31,00",758.197
TANGKAP PUD,ACEH,SIDAT,2012,"29,00",933.493
TANGKAP PUD,ACEH,SIDAT,2013,"61,00",1.671.431
TANGKAP PUD,ACEH,SIDAT,2014,"49,00",1.607.654
TANGKAP PUD,ACEH,SIDAT,2015,"183,00",3.815.334
TANGKAP PUD,ACEH,SIDAT,2016,"183,00",2.779.922
TANGKAP PUD,ACEH,SIDAT,2018,"22,05",486.905
TANGKAP PUD,ACEH,SIDAT,2019,"32,39",1.939.660
TANGKAP PUD,ACEH,SIDAT,2020,"6,61",423.850.000
TANGKAP PUD,ACEH,TAWES,2010,"136,00",4.436.953
TANGKAP PUD,ACEH,TAWES,2011,"87,00",2.284.661
TANGKAP PUD,ACEH,TAWES,2012,"36,00",860.853
TANGKAP PUD,ACEH,TAWES,2013,"33,00",778.729
TANGKAP PUD,ACEH,TAWES,2014,"29,00",701.729
TANGKAP PUD,ACEH,TAWES,2015,"33,00",762.387
TANGKAP PUD,ACEH,TAWES,2016,"33,00",762.387
TANGKAP PUD,ACEH,TAWES,2018,"91,65",1.532.826
TANGKAP PUD,ACEH,TAWES,2019,"105,36",3.506.210
TANGKAP PUD,ACEH,TAWES,2020,"172,63",6.145.287.000
TANGKAP PUD,ACEH,TOMAN,2010,"1,00",18.834
TANGKAP PUD,ACEH,TOMAN,2011,"0,00",0
TANGKAP PUD,ACEH,TOMAN,2012,"0,00",0
TANGKAP PUD,ACEH,TOMAN,2013,"0,00",0
TANGKAP PUD,ACEH,TOMAN,2014,"0,00",0
TANGKAP PUD,ACEH,TOMAN,2015,"16,00",279
TANGKAP PUD,ACEH,TOMAN,2016,"16,00",279
TANGKAP PUD,ACEH,UDANG,2010,"20,00",774.079
TANGKAP PUD,ACEH,UDANG,2011,"195,00",5.255.393
TANGKAP PUD,ACEH,UDANG,2012,"148,00",3.423.092
TANGKAP PUD,ACEH,UDANG,2013,"139,00",3.118.273
TANGKAP PUD,ACEH,UDANG,2014,"133,00",2.919.717
TANGKAP PUD,ACEH,UDANG,2015,"94,00",2.273.221
TANGKAP PUD,ACEH,UDANG,2016,"94,00",2.266.347
TANGKAP PUD,ACEH,UDANG,2018,"149,23",5.269.408
TANGKAP PUD,ACEH,UDANG,2019,"53,29",2.237.490
TANGKAP PUD,ACEH,UDANG,2020,"64,34",2.914.890.000
TANGKAP PUD,BALI,BAUNG,2010,"0,00",0
TANGKAP PUD,BALI,BAUNG,2011,"0,00",0
TANGKAP PUD,BALI,BAUNG,2012,"0,00",0
TANGKAP PUD,BALI,BAUNG,2013,"0,00",0
TANGKAP PUD,BALI,BAUNG,2014,"0,00",0
TANGKAP PUD,BALI,BAUNG,2015,"0,00",0
TANGKAP PUD,BALI,BAUNG,2016,"0,00",0
TANGKAP PUD,BALI,BETOK,2010,"0,00",0
TANGKAP PUD,BALI,BETOK,2011,"5,00",81
TANGKAP PUD,BALI,BETOK,2012,"0,00",2.05
TANGKAP PUD,BALI,BETOK,2013,"0,00",0
TANGKAP PUD,BALI,BETOK,2014,"0,00",0
TANGKAP PUD,BALI,BETOK,2015,"3,00",60.064
TANGKAP PUD,BALI,BETOK,2016,"0,00",0
TANGKAP PUD,BALI,BETOK,2017,"20,82",438.828
TANGKAP PUD,BALI,BETOK,2018,"0,62",9.078
TANGKAP PUD,BALI,BETOK,2019,"7,94",119.055
TANGKAP PUD,BALI,BETOK,2020,"8,06",120.825.000
TANGKAP PUD,BALI,BETOK LAUT,2020,"8,28",124.140.000
TANGKAP PUD,BALI,GABUS,2010,"2,00",16
TANGKAP PUD,BALI,GABUS,2011,"4,00",47.5
TANGKAP PUD,BALI,GABUS,2012,"2,00",18.6
TANGKAP PUD,BALI,GABUS,2013,"0,00",0
TANGKAP PUD,BALI,GABUS,2014,"0,00",0
TANGKAP PUD,BALI,GABUS,2015,"0,00",0
TANGKAP PUD,BALI,GABUS,2016,"0,00",0
TANGKAP PUD,BALI,GABUS,2017,"10,41",312.337
TANGKAP PUD,BALI,GABUS,2019,"0,03",450
TANGKAP PUD,BALI,GURAME,2010,"0,00",0
TANGKAP PUD,BALI,GURAME,2011,"0,00",0
TANGKAP PUD,BALI,GURAME,2012,"0,00",0
TANGKAP PUD,BALI,GURAME,2013,"0,00",0
TANGKAP PUD,BALI,GURAME,2014,"0,00",0
TANGKAP PUD,BALI,GURAME,2015,"0,00",0
TANGKAP PUD,BALI,GURAME,2016,"0,00",0
TANGKAP PUD,BALI,LAINNYA,2010,"87,00",564.385
TANGKAP PUD,BALI,LAINNYA,2011,"98,00",909.98
TANGKAP PUD,BALI,LAINNYA,2012,"138,00",1.458.500
TANGKAP PUD,BALI,LAINNYA,2013,"158,00",1.753.700
TANGKAP PUD,BALI,LAINNYA,2014,"151,00",1.660.480
TANGKAP PUD,BALI,LAINNYA,2015,"141,00",1.528.323
TANGKAP PUD,BALI,LAINNYA,2016,"95,00",875.892
TANGKAP PUD,BALI,LAIS,2010,"0,00",0
TANGKAP PUD,BALI,LAIS,2011,"0,00",0
TANGKAP PUD,BALI,LAIS,2012,"0,00",0
TANGKAP PUD,BALI,LAIS,2013,"0,00",0
TANGKAP PUD,BALI,LAIS,2014,"0,00",0
TANGKAP PUD,BALI,LAIS,2015,"0,00",0
TANGKAP PUD,BALI,LAIS,2016,"0,00",0
TANGKAP PUD,BALI,LELE,2010,"40,00",525.102
TANGKAP PUD,BALI,LELE,2011,"39,00",537.855
TANGKAP PUD,BALI,LELE,2012,"69,00",858.995
TANGKAP PUD,BALI,LELE,2013,"63,00",790.4
TANGKAP PUD,BALI,LELE,2014,"46,00",606.84
TANGKAP PUD,BALI,LELE,2015,"29,00",457.2
TANGKAP PUD,BALI,LELE,2016,"25,00",419
TANGKAP PUD,BALI,LELE,2017,"123,14",3.574.104
TANGKAP PUD,BALI,LELE,2018,"14,25",187.823
TANGKAP PUD,BALI,LELE,2019,"12,94",221.347
TANGKAP PUD,BALI,LELE,2020,"12,19",207.196.000
TANGKAP PUD,BALI,MAS,2010,"55,00",1.131.230
TANGKAP PUD,BALI,MAS,2011,"73,00",1.565.400
TANGKAP PUD,BALI,MAS,2012,"177,00",3.894.100
TANGKAP PUD,BALI,MAS,2013,"185,00",4.107.900
TANGKAP PUD,BALI,MAS,2014,"186,00",4.320.100
TANGKAP PUD,BALI,MAS,2015,"193,00",4.808.100
TANGKAP PUD,BALI,MAS,2016,"144,00",3.678.988
TANGKAP PUD,BALI,MAS,2017,"142,88",3.382.746
TANGKAP PUD,BALI,MAS,2018,"15,38",261.812
TANGKAP PUD,BALI,MAS,2019,"21,72",871.9
TANGKAP PUD,BALI,MAS,2020,"26,69",911.986.000
TANGKAP PUD,BALI,MUJAIR,2010,"128,00",1.193.610
TANGKAP PUD,BALI,MUJAIR,2011,"147,00",1.619.500
TANGKAP PUD,BALI,MUJAIR,2012,"268,00",3.749.750
TANGKAP PUD,BALI,MUJAIR,2013,"254,00",3.669.000
TANGKAP PUD,BALI,MUJAIR,2014,"276,00",4.094.900
TANGKAP PUD,BALI,MUJAIR,2015,"240,00",3.666.646
TANGKAP PUD,BALI,MUJAIR,2016,"241,00",4.280.834
TANGKAP PUD,BALI,MUJAIR,2017,"279,70",5.537.237
TANGKAP PUD,BALI,MUJAIR,2018,"2,99",45.43
TANGKAP PUD,BALI,MUJAIR,2019,"81,21",2.101.482
TANGKAP PUD,BALI,MUJAIR,2020,"32,89",836.136.000
TANGKAP PUD,BALI,NILA,2010,"243,00",3.465.665
TANGKAP PUD,BALI,NILA,2011,"406,00",6.253.200
TANGKAP PUD,BALI,NILA,2012,"518,00",8.998.100
TANGKAP PUD,BALI,NILA,2013,"544,00",9.889.700
TANGKAP PUD,BALI,NILA,2014,"543,00",11.172.600
TANGKAP PUD,BALI,NILA,2015,"513,00",11.063.411
TANGKAP PUD,BALI,NILA,2016,"617,00",12.141.881
TANGKAP PUD,BALI,NILA,2017,"459,84",9.800.443
TANGKAP PUD,BALI,NILA,2018,"692,23",14.010.299
TANGKAP PUD,BALI,NILA,2019,"648,48",17.400.888
TANGKAP PUD,BALI,NILA,2020,"673,21",18.709.280.000
TANGKAP PUD,BALI,PATIN,2010,"0,00",0
TANGKAP PUD,BALI,PATIN,2011,"0,00",0
TANGKAP PUD,BALI,PATIN,2012,"0,00",0
TANGKAP PUD,BALI,PATIN,2013,"0,00",0
TANGKAP PUD,BALI,PATIN,2014,"0,00",0
TANGKAP PUD,BALI,PATIN,2015,"0,00",0
TANGKAP PUD,BALI,PATIN,2016,"0,00",0
TANGKAP PUD,BALI,SEPAT,2010,"0,00",0
TANGKAP PUD,BALI,SEPAT,2011,"0,00",0
TANGKAP PUD,BALI,SEPAT,2012,"0,00",0
TANGKAP PUD,BALI,SEPAT,2013,"0,00",0
TANGKAP PUD,BALI,SEPAT,2014,"0,00",0
TANGKAP PUD,BALI,SEPAT,2015,"0,00",0
TANGKAP PUD,BALI,SEPAT,2016,"0,00",0
TANGKAP PUD,BALI,SIDAT,2010,"0,00",0
TANGKAP PUD,BALI,SIDAT,2011,"0,00",0
TANGKAP PUD,BALI,SIDAT,2012,"0,00",0
TANGKAP PUD,BALI,SIDAT,2013,"0,00",0
TANGKAP PUD,BALI,SIDAT,2014,"0,00",0
TANGKAP PUD,BALI,SIDAT,2015,"0,00",0
TANGKAP PUD,BALI,SIDAT,2016,"0,00",0
TANGKAP PUD,BALI,TAWES,2010,"50,00",633.3
TANGKAP PUD,BALI,TAWES,2011,"59,00",728.44
TANGKAP PUD,BALI,TAWES,2012,"78,00",1.072.450
TANGKAP PUD,BALI,TAWES,2013,"69,00",960.1
TANGKAP PUD,BALI,TAWES,2014,"61,00",836.4
TANGKAP PUD,BALI,TAWES,2015,"84,00",1.212.423
TANGKAP PUD,BALI,TAWES,2016,"85,00",1.352.794
TANGKAP PUD,BALI,TAWES,2018,"40,15",755.612
TANGKAP PUD,BALI,TAWES,2019,"56,10",1.058.780
TANGKAP PUD,BALI,TAWES,2020,"38,86",674.960.000
TANGKAP PUD,BALI,TOMAN,2010,"0,00",0
TANGKAP PUD,BALI,TOMAN,2011,"0,00",0
TANGKAP PUD,BALI,TOMAN,2012,"0,00",0
TANGKAP PUD,BALI,TOMAN,2013,"0,00",0
TANGKAP PUD,BALI,TOMAN,2014,"0,00",0
TANGKAP PUD,BALI,TOMAN,2015,"0,00",0
TANGKAP PUD,BALI,TOMAN,2016,"0,00",0
TANGKAP PUD,BALI,UDANG,2010,"35,00",1.081.530
TANGKAP PUD,BALI,UDANG,2011,"40,00",1.103.700
TANGKAP PUD,BALI,UDANG,2012,"74,00",2.367.150
TANGKAP PUD,BALI,UDANG,2013,"68,00",2.335.100
TANGKAP PUD,BALI,UDANG,2014,"69,00",2.524.500
TANGKAP PUD,BALI,UDANG,2015,"75,00",2.740.400
TANGKAP PUD,BALI,UDANG,2016,"64,00",2.511.620
TANGKAP PUD,BALI,UDANG,2019,"6,23",187.02
TANGKAP PUD,BALI,UDANG,2020,"12,57",377.070.000
TANGKAP PUD,BANTEN,BARBUS,2020,"36,51",770.710.000
TANGKAP PUD,BANTEN,BAUNG,2010,"0,00",0
TANGKAP PUD,BANTEN,BAUNG,2011,"0,00",0
TANGKAP PUD,BANTEN,BAUNG,2012,"0,00",0
TANGKAP PUD,BANTEN,BAUNG,2013,"0,00",0
TANGKAP PUD,BANTEN,BAUNG,2014,"0,00",0
TANGKAP PUD,BANTEN,BAUNG,2015,"0,00",0
TANGKAP PUD,BANTEN,BAUNG,2016,"0,00",0
TANGKAP PUD,BANTEN,BAUNG,2020,"8,30",249.120.000
TANGKAP PUD,BANTEN,BELUT LAUT,2020,"11,37",284.275.000
TANGKAP PUD,BANTEN,BELUT TAWAR,2020,"18,43",829.170.000
TANGKAP PUD,BANTEN,BETOK,2010,"0,00",0
TANGKAP PUD,BANTEN,BETOK,2011,"0,00",0
TANGKAP PUD,BANTEN,BETOK,2012,"0,00",0
TANGKAP PUD,BANTEN,BETOK,2013,"0,00",0
TANGKAP PUD,BANTEN,BETOK,2014,"0,00",0
TANGKAP PUD,BANTEN,BETOK,2015,"0,00",0
TANGKAP PUD,BANTEN,BETOK,2016,"0,00",0
TANGKAP PUD,BANTEN,BETUTU,2020,"10,97",650.800.000
TANGKAP PUD,BANTEN,GABUS,2010,"81,00",4.395.025
TANGKAP PUD,BANTEN,GABUS,2011,"82,00",4.412.662
TANGKAP PUD,BANTEN,GABUS,2012,"142,00",1.095.192
TANGKAP PUD,BANTEN,GABUS,2013,"65,00",589.42
TANGKAP PUD,BANTEN,GABUS,2014,"243,00",1.999.392
TANGKAP PUD,BANTEN,GABUS,2015,"113,00",966.56
TANGKAP PUD,BANTEN,GABUS,2016,"126,00",1.068.500
TANGKAP PUD,BANTEN,GABUS,2017,"78,81",2.364.332
TANGKAP PUD,BANTEN,GABUS,2018,"40,08",564.113
TANGKAP PUD,BANTEN,GABUS,2019,"308,84",12.515.266
TANGKAP PUD,BANTEN,GABUS,2020,"29,15",1.274.730.000
TANGKAP PUD,BANTEN,GURAME,2010,"0,00",0
TANGKAP PUD,BANTEN,GURAME,2011,"0,00",0
TANGKAP PUD,BANTEN,GURAME,2012,"0,00",0
TANGKAP PUD,BANTEN,GURAME,2013,"0,00",0
TANGKAP PUD,BANTEN,GURAME,2014,"0,00",0
TANGKAP PUD,BANTEN,GURAME,2015,"0,00",0
TANGKAP PUD,BANTEN,GURAME,2016,"0,00",0
TANGKAP PUD,BANTEN,GURAME,2017,"0,30",5.992
TANGKAP PUD,BANTEN,GURAME,2018,"19,52",232.749
TANGKAP PUD,BANTEN,GURAME,2019,"76,86",3.681.808
TANGKAP PUD,BANTEN,GURAMI,2020,"6,22",254.400.000
TANGKAP PUD,BANTEN,LAINNYA,2010,"122,00",1.244.006
TANGKAP PUD,BANTEN,LAINNYA,2011,"122,00",1.261.047
TANGKAP PUD,BANTEN,LAINNYA,2012,"146,00",489.884
TANGKAP PUD,BANTEN,LAINNYA,2013,"62,00",231.332
TANGKAP PUD,BANTEN,LAINNYA,2014,"212,00",684.978
TANGKAP PUD,BANTEN,LAINNYA,2015,"160,00",628.564
TANGKAP PUD,BANTEN,LAINNYA,2016,"159,00",681.208
TANGKAP PUD,BANTEN,LAINNYA,2017,"117,62",1.976.230
TANGKAP PUD,BANTEN,LAINNYA,2018,"284,09",4.555.477
TANGKAP PUD,BANTEN,LAINNYA,2019,"13,17",544.242
TANGKAP PUD,BANTEN,LAIS,2010,"37,00",445.2
TANGKAP PUD,BANTEN,LAIS,2011,"37,00",445.2
TANGKAP PUD,BANTEN,LAIS,2012,"20,00",174.21
TANGKAP PUD,BANTEN,LAIS,2013,"25,00",195.4
TANGKAP PUD,BANTEN,LAIS,2014,"98,00",781.6
TANGKAP PUD,BANTEN,LAIS,2015,"36,00",284
TANGKAP PUD,BANTEN,LAIS,2016,"34,00",268
TANGKAP PUD,BANTEN,LAIS,2017,"72,42",3.395.773
TANGKAP PUD,BANTEN,LAIS,2018,"117,90",2.290.641
TANGKAP PUD,BANTEN,LELE,2010,"189,00",3.161.680
TANGKAP PUD,BANTEN,LELE,2011,"189,00",3.178.905
TANGKAP PUD,BANTEN,LELE,2012,"477,00",3.584.380
TANGKAP PUD,BANTEN,LELE,2013,"139,00",1.036.703
TANGKAP PUD,BANTEN,LELE,2014,"433,00",3.106.172
TANGKAP PUD,BANTEN,LELE,2015,"205,00",1.495.435
TANGKAP PUD,BANTEN,LELE,2016,"253,00",1.818.994
TANGKAP PUD,BANTEN,LELE,2017,"261,19",7.580.769
TANGKAP PUD,BANTEN,LELE,2018,"298,62",2.201.788
TANGKAP PUD,BANTEN,LELE,2019,"177,14",3.918.621
TANGKAP PUD,BANTEN,LELE,2020,"89,75",1.781.276.000
TANGKAP PUD,BANTEN,MAS,2010,"2,00",18.97
TANGKAP PUD,BANTEN,MAS,2011,"2,00",39.43
TANGKAP PUD,BANTEN,MAS,2012,"1,00",11.447
TANGKAP PUD,BANTEN,MAS,2013,"0,00",2.147
TANGKAP PUD,BANTEN,MAS,2014,"0,00",2.926
TANGKAP PUD,BANTEN,MAS,2015,"0,00",2.603
TANGKAP PUD,BANTEN,MAS,2016,"0,00",2.831
TANGKAP PUD,BANTEN,MAS,2017,"11,52",272.761
TANGKAP PUD,BANTEN,MAS,2018,"19,43",407.037
TANGKAP PUD,BANTEN,MAS,2019,"206,32",5.416.070
TANGKAP PUD,BANTEN,MAS,2020,"35,90",953.162.000
TANGKAP PUD,BANTEN,MUJAIR,2010,"2.340,00",30.259.297
TANGKAP PUD,BANTEN,MUJAIR,2011,"2.340,00",30.262.490
TANGKAP PUD,BANTEN,MUJAIR,2012,"33,00",260.84
TANGKAP PUD,BANTEN,MUJAIR,2013,"23,00",185.23
TANGKAP PUD,BANTEN,MUJAIR,2014,"39,00",202.518
TANGKAP PUD,BANTEN,MUJAIR,2015,"24,00",189.968
TANGKAP PUD,BANTEN,MUJAIR,2016,"22,00",176.848
TANGKAP PUD,BANTEN,MUJAIR,2017,"39,48",781.515
TANGKAP PUD,BANTEN,MUJAIR,2018,"67,57",936.782
TANGKAP PUD,BANTEN,MUJAIR,2019,"432,04",12.903.561
TANGKAP PUD,BANTEN,MUJAIR,2020,"448,64",8.972.780.000
TANGKAP PUD,BANTEN,NILA,2010,"1,00",13.387
TANGKAP PUD,BANTEN,NILA,2011,"1,00",22.946
TANGKAP PUD,BANTEN,NILA,2012,"0,00",5.432
TANGKAP PUD,BANTEN,NILA,2013,"0,00",1.456
TANGKAP PUD,BANTEN,NILA,2014,"12,00",17.76
TANGKAP PUD,BANTEN,NILA,2015,"0,00",2.496
TANGKAP PUD,BANTEN,NILA,2016,"0,00",2.24
TANGKAP PUD,BANTEN,NILA,2017,"1,76",37.552
TANGKAP PUD,BANTEN,NILA,2018,"4,86",74.126
TANGKAP PUD,BANTEN,NILA,2019,"84,26",2.142.259
TANGKAP PUD,BANTEN,NILA,2020,"88,75",2.388.539.000
TANGKAP PUD,BANTEN,NILEM,2020,"5,56",138.875.000
TANGKAP PUD,BANTEN,PATIN,2010,"0,00",4.12
TANGKAP PUD,BANTEN,PATIN,2011,"1,00",14.911
TANGKAP PUD,BANTEN,PATIN,2012,"0,00",2.496
TANGKAP PUD,BANTEN,PATIN,2013,"0,00",702
TANGKAP PUD,BANTEN,PATIN,2014,"0,00",720
TANGKAP PUD,BANTEN,PATIN,2015,"0,00",646
TANGKAP PUD,BANTEN,PATIN,2016,"0,00",663
TANGKAP PUD,BANTEN,PATIN,2017,"1,08",46.376
TANGKAP PUD,BANTEN,PATIN,2018,"5,62",83.583
TANGKAP PUD,BANTEN,PATIN,2019,"4.910,92",105.421.515
TANGKAP PUD,BANTEN,PATIN,2020,"8,08",161.680.000
TANGKAP PUD,BANTEN,SEPAT,2010,"8,00",68.531
TANGKAP PUD,BANTEN,SEPAT,2011,"8,00",75.078
TANGKAP PUD,BANTEN,SEPAT,2012,"10,00",197.247
TANGKAP PUD,BANTEN,SEPAT,2013,"5,00",110.132
TANGKAP PUD,BANTEN,SEPAT,2014,"5,00",112.88
TANGKAP PUD,BANTEN,SEPAT,2015,"0,00",870
TANGKAP PUD,BANTEN,SEPAT,2016,"0,00",840
TANGKAP PUD,BANTEN,SEPAT,2017,"21,45",292.742
TANGKAP PUD,BANTEN,SEPAT,2018,"16,65",221.08
TANGKAP PUD,BANTEN,SEPAT,2019,"994,59",18.005.909
TANGKAP PUD,BANTEN,SEPAT,2020,"26,55",478.230.000
TANGKAP PUD,BANTEN,SIDAT,2010,"0,00",3.887
TANGKAP PUD,BANTEN,SIDAT,2011,"0,00",8.568
TANGKAP PUD,BANTEN,SIDAT,2012,"0,00",3.454
TANGKAP PUD,BANTEN,SIDAT,2013,"0,00",1.32
TANGKAP PUD,BANTEN,SIDAT,2014,"0,00",4.8
TANGKAP PUD,BANTEN,SIDAT,2015,"0,00",3.276
TANGKAP PUD,BANTEN,SIDAT,2016,"0,00",3.348
TANGKAP PUD,BANTEN,SIDAT,2017,"4,21",217.731
TANGKAP PUD,BANTEN,SIDAT,2018,"9,91",261.118
TANGKAP PUD,BANTEN,SIDAT,2019,"7,81",780.5
TANGKAP PUD,BANTEN,SIDAT,2020,"3,66",366.100.000
TANGKAP PUD,BANTEN,TAWES,2010,"177,00",2.407.884
TANGKAP PUD,BANTEN,TAWES,2011,"178,00",2.422.124
TANGKAP PUD,BANTEN,TAWES,2012,"272,00",1.435.038
TANGKAP PUD,BANTEN,TAWES,2013,"112,00",614.223
TANGKAP PUD,BANTEN,TAWES,2014,"435,00",2.131.096
TANGKAP PUD,BANTEN,TAWES,2015,"177,00",941.948
TANGKAP PUD,BANTEN,TAWES,2016,"179,00",945.295
TANGKAP PUD,BANTEN,TAWES,2017,"183,88",2.728.974
TANGKAP PUD,BANTEN,TAWES,2018,"240,26",3.562.380
TANGKAP PUD,BANTEN,TAWES,2019,"352,11",10.086.701
